date,users, sessionLength,event_count
2019-02-01 15:00:00,145,197,172
2019-02-01 16:00:00,147,20,158
2019-02-01 17:00:00,115,290,126
2019-02-01 18:00:00,64,210,73
2019-02-01 19:00:00,42,398,43
2019-02-01 20:00:00,40,327,43
2019-02-01 21:00:00,27,1148,31
2019-02-01 22:00:00,34,203,37
2019-02-01 23:00:00,28,299,28
2019-02-02 00:00:00,62,250,65
2019-02-02 01:00:00,88,229,94
2019-02-02 02:00:00,110,266,117
2019-02-02 03:00:00,125,219,141
2019-02-02 04:00:00,153,196,162
2019-02-02 05:00:00,156,223,169
2019-02-02 06:00:00,127,136,134
2019-02-02 07:00:00,127,248,148
2019-02-02 08:00:00,194,203,211
2019-02-02 09:00:00,201,215,218
2019-02-02 10:00:00,155,241,170
2019-02-02 11:00:00,210,231,226
2019-02-02 12:00:00,157,154,173
2019-02-02 13:00:00,212,56,230
2019-02-02 14:00:00,163,218,182
2019-02-02 15:00:00,138,513,151
2019-02-02 16:00:00,121,323,131
2019-02-02 17:00:00,99,264,108
2019-02-02 18:00:00,67,-79,70
2019-02-02 19:00:00,43,270,43
2019-02-02 20:00:00,29,457,29
2019-02-02 21:00:00,22,229,23
2019-02-02 22:00:00,24,180,27
2019-02-02 23:00:00,26,245,27
2019-02-03 00:00:00,48,258,48
2019-02-03 01:00:00,72,203,73
2019-02-03 02:00:00,170,66,184
2019-02-03 03:00:00,154,211,162
2019-02-03 04:00:00,140,214,155
2019-02-03 05:00:00,144,188,160
2019-02-03 06:00:00,147,212,159
2019-02-03 07:00:00,161,164,173
2019-02-03 08:00:00,218,193,241
2019-02-03 09:00:00,172,211,183
2019-02-03 10:00:00,167,186,181
2019-02-03 11:00:00,164,202,180
2019-02-03 12:00:00,161,231,173
2019-02-03 13:00:00,188,193,215
2019-02-03 14:00:00,202,240,209
2019-02-03 15:00:00,151,268,168
2019-02-03 16:00:00,148,11,166
2019-02-03 17:00:00,104,242,116
2019-02-03 18:00:00,59,279,62
2019-02-03 19:00:00,44,404,45
2019-02-03 20:00:00,21,455,24
2019-02-03 21:00:00,28,361,28
2019-02-03 22:00:00,25,153,26
2019-02-03 23:00:00,36,226,39
2019-02-04 00:00:00,57,160,62
2019-02-04 01:00:00,89,268,97
2019-02-04 02:00:00,123,238,140
2019-02-04 03:00:00,161,252,179
2019-02-04 04:00:00,147,211,165
2019-02-04 05:00:00,211,226,235
2019-02-04 06:00:00,198,201,236
2019-02-04 07:00:00,200,211,219
2019-02-04 08:00:00,207,225,230
2019-02-04 09:00:00,212,37,240
2019-02-04 10:00:00,234,227,275
2019-02-04 11:00:00,197,249,240
2019-02-04 12:00:00,189,265,208
2019-02-04 13:00:00,231,173,251
2019-02-04 14:00:00,221,230,242
2019-02-04 15:00:00,172,194,195
2019-02-04 16:00:00,200,278,217
2019-02-04 17:00:00,108,272,121
2019-02-04 18:00:00,61,330,62
2019-02-04 19:00:00,37,307,42
2019-02-04 20:00:00,35,243,37
2019-02-04 21:00:00,26,397,28
2019-02-04 22:00:00,28,107,36
2019-02-04 23:00:00,42,207,45
2019-02-05 00:00:00,63,219,68
2019-02-05 01:00:00,102,119,115
2019-02-05 02:00:00,136,170,147
2019-02-05 03:00:00,128,270,131
2019-02-05 04:00:00,154,202,183
2019-02-05 05:00:00,158,165,216
2019-02-05 06:00:00,240,235,276
2019-02-05 07:00:00,183,220,203
2019-02-05 08:00:00,218,228,243
2019-02-05 09:00:00,191,204,219
2019-02-05 10:00:00,197,239,218
2019-02-05 11:00:00,177,215,203
2019-02-05 12:00:00,179,197,198
2019-02-05 13:00:00,223,174,242
2019-02-05 14:00:00,205,188,218
2019-02-05 15:00:00,212,270,233
2019-02-05 16:00:00,160,196,170
2019-02-05 17:00:00,105,236,115
2019-02-05 18:00:00,71,188,76
2019-02-05 19:00:00,41,248,42
2019-02-05 20:00:00,43,440,46
2019-02-05 21:00:00,20,249,21
2019-02-05 22:00:00,36,236,36
2019-02-05 23:00:00,39,179,42
2019-02-06 00:00:00,50,240,60
2019-02-06 01:00:00,96,290,115
2019-02-06 02:00:00,122,220,134
2019-02-06 03:00:00,160,243,176
2019-02-06 04:00:00,131,240,167
2019-02-06 05:00:00,206,209,236
2019-02-06 06:00:00,220,236,250
2019-02-06 07:00:00,224,208,255
2019-02-06 08:00:00,221,223,238
2019-02-06 09:00:00,184,-34,207
2019-02-06 10:00:00,238,207,289
2019-02-06 11:00:00,195,282,230
2019-02-06 12:00:00,244,311,277
2019-02-06 13:00:00,232,186,257
2019-02-06 14:00:00,237,278,254
2019-02-06 15:00:00,171,198,180
2019-02-06 16:00:00,136,275,150
2019-02-06 17:00:00,110,245,121
2019-02-06 18:00:00,66,663,70
2019-02-06 19:00:00,38,343,38
2019-02-06 20:00:00,34,151,35
2019-02-06 21:00:00,26,441,31
2019-02-06 22:00:00,30,184,31
2019-02-06 23:00:00,32,220,34
2019-02-07 00:00:00,64,113,69
2019-02-07 01:00:00,75,174,78
2019-02-07 02:00:00,109,277,126
2019-02-07 03:00:00,179,266,199
2019-02-07 04:00:00,157,142,177
2019-02-07 05:00:00,131,224,151
2019-02-07 06:00:00,165,267,187
2019-02-07 07:00:00,170,178,186
2019-02-07 08:00:00,226,212,244
2019-02-07 09:00:00,172,274,194
2019-02-07 10:00:00,204,207,254
2019-02-07 11:00:00,197,227,212
2019-02-07 12:00:00,162,149,175
2019-02-07 13:00:00,207,237,222
2019-02-07 14:00:00,179,268,190
2019-02-07 15:00:00,132,215,146
2019-02-07 16:00:00,138,285,152
2019-02-07 17:00:00,99,266,106
2019-02-07 18:00:00,48,329,51
2019-02-07 19:00:00,38,340,40
2019-02-07 20:00:00,33,272,35
2019-02-07 21:00:00,30,395,32
2019-02-07 22:00:00,28,113,30
2019-02-07 23:00:00,31,292,35
2019-02-08 00:00:00,51,163,54
2019-02-08 01:00:00,82,148,96
2019-02-08 02:00:00,103,197,114
2019-02-08 03:00:00,153,269,167
2019-02-08 04:00:00,139,241,155
2019-02-08 05:00:00,160,102,181
2019-02-08 06:00:00,193,207,222
2019-02-08 07:00:00,226,221,263
2019-02-08 08:00:00,232,179,274
2019-02-08 09:00:00,206,225,252
2019-02-08 10:00:00,223,246,248
2019-02-08 11:00:00,212,229,237
2019-02-08 12:00:00,177,210,197
2019-02-08 13:00:00,221,241,237
2019-02-08 14:00:00,189,212,201
2019-02-08 15:00:00,167,263,182
2019-02-08 16:00:00,150,299,171
2019-02-08 17:00:00,89,246,98
2019-02-08 18:00:00,63,280,71
2019-02-08 19:00:00,51,257,60
2019-02-08 20:00:00,31,233,33
2019-02-08 21:00:00,31,205,33
2019-02-08 22:00:00,25,150,26
2019-02-08 23:00:00,27,128,27
2019-02-09 00:00:00,53,216,55
2019-02-09 01:00:00,92,219,106
2019-02-09 02:00:00,109,226,127
2019-02-09 03:00:00,174,223,186
2019-02-09 04:00:00,129,682,142
2019-02-09 05:00:00,138,265,169
2019-02-09 06:00:00,118,183,133
2019-02-09 07:00:00,142,240,159
2019-02-09 08:00:00,204,227,231
2019-02-09 09:00:00,169,217,189
2019-02-09 10:00:00,178,220,191
2019-02-09 11:00:00,186,220,208
2019-02-09 12:00:00,184,171,209
2019-02-09 13:00:00,230,234,248
2019-02-09 14:00:00,148,267,158
2019-02-09 15:00:00,169,210,185
2019-02-09 16:00:00,120,316,136
2019-02-09 17:00:00,95,115,103
2019-02-09 18:00:00,65,272,72
2019-02-09 19:00:00,42,-174,48
2019-02-09 20:00:00,35,222,37
2019-02-09 21:00:00,27,291,27
2019-02-09 22:00:00,31,253,34
2019-02-09 23:00:00,24,-474,24
2019-02-10 00:00:00,42,-1270,49
2019-02-10 01:00:00,96,238,103
2019-02-10 02:00:00,111,238,118
2019-02-10 03:00:00,175,227,180
2019-02-10 04:00:00,162,156,182
2019-02-10 05:00:00,123,241,141
2019-02-10 06:00:00,178,210,201
2019-02-10 07:00:00,204,204,220
2019-02-10 08:00:00,204,202,222
2019-02-10 09:00:00,153,157,171
2019-02-10 10:00:00,189,142,207
2019-02-10 11:00:00,167,208,196
2019-02-10 12:00:00,184,266,207
2019-02-10 13:00:00,194,170,214
2019-02-10 14:00:00,173,262,190
2019-02-10 15:00:00,126,173,141
2019-02-10 16:00:00,149,244,164
2019-02-10 17:00:00,108,290,116
2019-02-10 18:00:00,66,375,67
2019-02-10 19:00:00,32,-538,33
2019-02-10 20:00:00,18,254,18
2019-02-10 21:00:00,38,120,42
2019-02-10 22:00:00,19,350,20
2019-02-10 23:00:00,28,297,29
2019-02-11 00:00:00,64,94,76
2019-02-11 01:00:00,112,209,121
2019-02-11 02:00:00,125,169,138
2019-02-11 03:00:00,189,199,202
2019-02-11 04:00:00,186,219,196
2019-02-11 05:00:00,149,218,164
2019-02-11 06:00:00,205,150,217
2019-02-11 07:00:00,226,248,254
2019-02-11 08:00:00,222,89,245
2019-02-11 09:00:00,175,103,189
2019-02-11 10:00:00,206,236,228
2019-02-11 11:00:00,181,141,197
2019-02-11 12:00:00,202,280,226
2019-02-11 13:00:00,202,237,225
2019-02-11 14:00:00,175,225,185
2019-02-11 15:00:00,166,-243,194
2019-02-11 16:00:00,179,235,195
2019-02-11 17:00:00,111,181,120
2019-02-11 18:00:00,93,139,104
2019-02-11 19:00:00,51,334,54
2019-02-11 20:00:00,40,-198,42
2019-02-11 21:00:00,38,268,39
2019-02-11 22:00:00,37,214,41
2019-02-11 23:00:00,29,287,30
2019-02-12 00:00:00,68,-4,74
2019-02-12 01:00:00,100,209,118
2019-02-12 02:00:00,143,193,154
2019-02-12 03:00:00,162,141,185
2019-02-12 04:00:00,170,140,256
2019-02-12 05:00:00,144,192,231
2019-02-12 06:00:00,191,193,209
2019-02-12 07:00:00,171,190,184
2019-02-12 08:00:00,194,234,212
2019-02-12 09:00:00,156,167,173
2019-02-12 10:00:00,160,61,178
2019-02-12 11:00:00,279,210,303
2019-02-12 12:00:00,185,241,206
2019-02-12 13:00:00,218,225,251
2019-02-12 14:00:00,210,222,229
2019-02-12 15:00:00,158,210,171
2019-02-12 16:00:00,145,297,156
2019-02-12 17:00:00,103,160,114
2019-02-12 18:00:00,63,291,69
2019-02-12 19:00:00,39,195,41
2019-02-12 20:00:00,33,193,39
2019-02-12 21:00:00,24,429,26
2019-02-12 22:00:00,39,370,50
2019-02-12 23:00:00,30,169,37
2019-02-13 00:00:00,56,179,62
2019-02-13 01:00:00,79,57,86
2019-02-13 02:00:00,108,347,119
2019-02-13 03:00:00,149,232,158
2019-02-13 04:00:00,168,198,180
2019-02-13 05:00:00,144,211,161
2019-02-13 06:00:00,180,234,199
2019-02-13 07:00:00,180,183,203
2019-02-13 08:00:00,234,177,262
2019-02-13 09:00:00,175,214,206
2019-02-13 10:00:00,162,190,177
2019-02-13 11:00:00,180,209,196
2019-02-13 12:00:00,155,200,174
2019-02-13 13:00:00,196,326,210
2019-02-13 14:00:00,180,174,196
2019-02-13 15:00:00,154,218,171
2019-02-13 16:00:00,136,-11,144
2019-02-13 17:00:00,106,229,112
2019-02-13 18:00:00,75,269,81
2019-02-13 19:00:00,42,374,44
2019-02-13 20:00:00,31,219,32
2019-02-13 21:00:00,38,124,41
2019-02-13 22:00:00,38,187,41
2019-02-13 23:00:00,33,214,36
2019-02-14 00:00:00,58,574,60
2019-02-14 01:00:00,76,243,81
2019-02-14 02:00:00,118,238,135
2019-02-14 03:00:00,179,199,185
2019-02-14 04:00:00,168,201,179
2019-02-14 05:00:00,141,209,155
2019-02-14 06:00:00,172,228,200
2019-02-14 07:00:00,187,157,203
2019-02-14 08:00:00,223,57,236
2019-02-14 09:00:00,157,25,173
2019-02-14 10:00:00,178,108,200
2019-02-14 11:00:00,206,185,221
2019-02-14 12:00:00,231,212,249
2019-02-14 13:00:00,228,190,252
2019-02-14 14:00:00,203,207,223
2019-02-14 15:00:00,215,-196,239
2019-02-14 16:00:00,151,250,171
2019-02-14 17:00:00,123,334,133
2019-02-14 18:00:00,80,338,87
2019-02-14 19:00:00,51,360,52
2019-02-14 20:00:00,42,419,44
2019-02-14 21:00:00,39,154,49
2019-02-14 22:00:00,34,330,40
2019-02-14 23:00:00,36,248,42
2019-02-15 00:00:00,65,304,73
2019-02-15 01:00:00,103,241,109
2019-02-15 02:00:00,139,1231,146
2019-02-15 03:00:00,174,239,187
2019-02-15 04:00:00,204,203,220
2019-02-15 05:00:00,233,227,258
2019-02-15 06:00:00,261,211,296
2019-02-15 07:00:00,235,215,259
2019-02-15 08:00:00,269,272,293
2019-02-15 09:00:00,242,243,279
2019-02-15 10:00:00,200,224,218
2019-02-15 11:00:00,187,226,215
2019-02-15 12:00:00,201,266,217
2019-02-15 13:00:00,219,254,244
2019-02-15 14:00:00,217,280,242
2019-02-15 15:00:00,159,318,177
2019-02-15 16:00:00,204,343,220
2019-02-15 17:00:00,115,303,119
2019-02-15 18:00:00,89,308,97
2019-02-15 19:00:00,39,350,42
2019-02-15 20:00:00,49,326,51
2019-02-15 21:00:00,33,295,34
2019-02-15 22:00:00,26,394,27
2019-02-15 23:00:00,31,215,32
2019-02-16 00:00:00,50,347,55
2019-02-16 01:00:00,92,241,97
2019-02-16 02:00:00,122,140,128
2019-02-16 03:00:00,143,260,158
2019-02-16 04:00:00,154,341,168
2019-02-16 05:00:00,182,238,188
2019-02-16 06:00:00,215,191,241
2019-02-16 07:00:00,220,204,240
2019-02-16 08:00:00,262,178,284
2019-02-16 09:00:00,200,191,219
2019-02-16 10:00:00,218,223,240
2019-02-16 11:00:00,197,218,211
2019-02-16 12:00:00,181,289,204
2019-02-16 13:00:00,258,181,282
2019-02-16 14:00:00,230,242,253
2019-02-16 15:00:00,211,276,239
2019-02-16 16:00:00,190,282,204
2019-02-16 17:00:00,103,310,118
2019-02-16 18:00:00,77,297,78
2019-02-16 19:00:00,39,340,45
2019-02-16 20:00:00,31,236,32
2019-02-16 21:00:00,39,86,44
2019-02-16 22:00:00,28,128,28
2019-02-16 23:00:00,40,139,40
2019-02-17 00:00:00,56,-43,57
2019-02-17 01:00:00,82,253,89
2019-02-17 02:00:00,139,291,144
2019-02-17 03:00:00,193,244,201
2019-02-17 04:00:00,165,127,178
2019-02-17 05:00:00,151,71,167
2019-02-17 06:00:00,158,162,179
2019-02-17 07:00:00,228,262,247
2019-02-17 08:00:00,256,197,273
2019-02-17 09:00:00,182,251,203
2019-02-17 10:00:00,166,236,177
2019-02-17 11:00:00,184,54,202
2019-02-17 12:00:00,212,231,234
2019-02-17 13:00:00,229,249,252
2019-02-17 14:00:00,206,282,234
2019-02-17 15:00:00,197,289,213
2019-02-17 16:00:00,163,303,177
2019-02-17 17:00:00,134,261,141
2019-02-17 18:00:00,84,286,90
2019-02-17 19:00:00,63,321,63
2019-02-17 20:00:00,32,204,37
2019-02-17 21:00:00,34,314,35
2019-02-17 22:00:00,33,204,34
2019-02-17 23:00:00,35,247,38
2019-02-18 00:00:00,59,189,62
2019-02-18 01:00:00,116,273,131
2019-02-18 02:00:00,167,210,190
2019-02-18 03:00:00,205,80,223
2019-02-18 04:00:00,185,226,201
2019-02-18 05:00:00,199,221,210
2019-02-18 06:00:00,286,132,311
2019-02-18 07:00:00,232,204,254
2019-02-18 08:00:00,267,250,290
2019-02-18 09:00:00,289,224,304
2019-02-18 10:00:00,260,268,284
2019-02-18 11:00:00,181,229,196
2019-02-18 12:00:00,227,99,242
2019-02-18 13:00:00,238,201,266
2019-02-18 14:00:00,213,2,236
2019-02-18 15:00:00,245,243,267
2019-02-18 16:00:00,190,314,221
2019-02-18 17:00:00,137,-232,145
2019-02-18 18:00:00,70,269,76
2019-02-18 19:00:00,56,389,59
2019-02-18 20:00:00,45,221,49
2019-02-18 21:00:00,37,145,37
2019-02-18 22:00:00,31,444,31
2019-02-18 23:00:00,46,161,50
2019-02-19 00:00:00,49,209,52
2019-02-19 01:00:00,105,188,113
2019-02-19 02:00:00,141,324,150
2019-02-19 03:00:00,170,257,189
2019-02-19 04:00:00,223,200,239
2019-02-19 05:00:00,214,278,251
2019-02-19 06:00:00,242,254,278
2019-02-19 07:00:00,226,180,253
2019-02-19 08:00:00,255,121,287
2019-02-19 09:00:00,207,292,245
2019-02-19 10:00:00,256,212,298
2019-02-19 11:00:00,246,246,271
2019-02-19 12:00:00,214,11,234
2019-02-19 13:00:00,237,45,251
2019-02-19 14:00:00,260,202,289
2019-02-19 15:00:00,181,272,197
2019-02-19 16:00:00,157,171,177
2019-02-19 17:00:00,106,356,117
2019-02-19 18:00:00,95,269,116
2019-02-19 19:00:00,66,303,69
2019-02-19 20:00:00,52,186,58
2019-02-19 21:00:00,29,169,30
2019-02-19 22:00:00,32,440,34
2019-02-19 23:00:00,38,-37,46
2019-02-20 00:00:00,58,229,64
2019-02-20 01:00:00,113,243,126
2019-02-20 02:00:00,123,215,132
2019-02-20 03:00:00,197,235,218
2019-02-20 04:00:00,213,232,231
2019-02-20 05:00:00,201,251,219
2019-02-20 06:00:00,228,236,257
2019-02-20 07:00:00,238,238,273
2019-02-20 08:00:00,235,216,262
2019-02-20 09:00:00,191,225,216
2019-02-20 10:00:00,217,155,233
2019-02-20 11:00:00,223,197,241
2019-02-20 12:00:00,206,247,232
2019-02-20 13:00:00,228,228,242
2019-02-20 14:00:00,183,207,197
2019-02-20 15:00:00,178,188,194
2019-02-20 16:00:00,154,243,178
2019-02-20 17:00:00,124,240,134
2019-02-20 18:00:00,67,307,74
2019-02-20 19:00:00,42,299,53
2019-02-20 20:00:00,39,333,56
2019-02-20 21:00:00,28,323,35
2019-02-20 22:00:00,22,249,24
2019-02-20 23:00:00,29,194,29
2019-02-21 00:00:00,52,194,54
2019-02-21 01:00:00,93,35,101
2019-02-21 02:00:00,121,303,136
2019-02-21 03:00:00,186,261,207
2019-02-21 04:00:00,141,186,153
2019-02-21 05:00:00,151,234,172
2019-02-21 06:00:00,171,243,201
2019-02-21 07:00:00,167,221,190
2019-02-21 08:00:00,191,201,201
2019-02-21 09:00:00,197,220,207
2019-02-21 10:00:00,190,293,215
2019-02-21 11:00:00,193,233,211
2019-02-21 12:00:00,214,224,230
2019-02-21 13:00:00,229,197,258
2019-02-21 14:00:00,190,215,209
2019-02-21 15:00:00,179,261,192
2019-02-21 16:00:00,227,112,243
2019-02-21 17:00:00,126,-7,137
2019-02-21 18:00:00,91,-54,98
2019-02-21 19:00:00,43,333,45
2019-02-21 20:00:00,37,266,40
2019-02-21 21:00:00,32,307,33
2019-02-21 22:00:00,44,158,49
2019-02-21 23:00:00,43,178,47
2019-02-22 00:00:00,67,174,80
2019-02-22 01:00:00,100,142,113
2019-02-22 02:00:00,139,325,155
2019-02-22 03:00:00,212,212,240
2019-02-22 04:00:00,221,-714,243
2019-02-22 05:00:00,204,241,221
2019-02-22 06:00:00,260,233,300
2019-02-22 07:00:00,309,225,345
2019-02-22 08:00:00,273,193,292
2019-02-22 09:00:00,261,209,284
2019-02-22 10:00:00,263,172,288
2019-02-22 11:00:00,217,205,249
2019-02-22 12:00:00,199,250,223
2019-02-22 13:00:00,239,228,274
2019-02-22 14:00:00,265,248,289
2019-02-22 15:00:00,204,-5,224
2019-02-22 16:00:00,183,-579,204
2019-02-22 17:00:00,139,290,149
2019-02-22 18:00:00,72,251,76
2019-02-22 19:00:00,49,-120,54
2019-02-22 20:00:00,30,530,31
2019-02-22 21:00:00,34,-405,37
2019-02-22 22:00:00,33,265,34
2019-02-22 23:00:00,45,262,48
2019-02-23 00:00:00,60,146,63
2019-02-23 01:00:00,98,-197,102
2019-02-23 02:00:00,139,242,163
2019-02-23 03:00:00,187,233,205
2019-02-23 04:00:00,205,217,232
2019-02-23 05:00:00,193,62,209
2019-02-23 06:00:00,236,235,261
2019-02-23 07:00:00,206,229,228
2019-02-23 08:00:00,250,215,270
2019-02-23 09:00:00,208,187,225
2019-02-23 10:00:00,193,150,206
2019-02-23 11:00:00,189,181,219
2019-02-23 12:00:00,207,177,228
2019-02-23 13:00:00,244,233,266
2019-02-23 14:00:00,241,244,257
2019-02-23 15:00:00,170,234,191
2019-02-23 16:00:00,155,299,182
2019-02-23 17:00:00,113,281,129
2019-02-23 18:00:00,70,279,77
2019-02-23 19:00:00,50,262,53
2019-02-23 20:00:00,40,257,46
2019-02-23 21:00:00,26,-461,28
2019-02-23 22:00:00,35,210,36
2019-02-23 23:00:00,34,-673,35
2019-02-24 00:00:00,51,226,56
2019-02-24 01:00:00,94,244,98
2019-02-24 02:00:00,122,223,142
2019-02-24 03:00:00,195,254,217
2019-02-24 04:00:00,187,218,211
2019-02-24 05:00:00,130,153,153
2019-02-24 06:00:00,158,189,170
2019-02-24 07:00:00,196,228,209
2019-02-24 08:00:00,271,235,290
2019-02-24 09:00:00,241,197,256
2019-02-24 10:00:00,259,202,282
2019-02-24 11:00:00,191,238,217
2019-02-24 12:00:00,184,249,201
2019-02-24 13:00:00,227,186,247
2019-02-24 14:00:00,194,170,204
2019-02-24 15:00:00,195,219,218
2019-02-24 16:00:00,145,215,161
2019-02-24 17:00:00,129,-49,138
2019-02-24 18:00:00,69,173,71
2019-02-24 19:00:00,41,285,44
2019-02-24 20:00:00,32,251,33
2019-02-24 21:00:00,26,257,28
2019-02-24 22:00:00,37,257,38
2019-02-24 23:00:00,31,380,34
2019-02-25 00:00:00,57,187,59
2019-02-25 01:00:00,85,274,90
2019-02-25 02:00:00,117,-62,124
2019-02-25 03:00:00,196,4,220
2019-02-25 04:00:00,213,152,230
2019-02-25 05:00:00,247,208,270
2019-02-25 06:00:00,185,200,223
2019-02-25 07:00:00,236,211,264
2019-02-25 08:00:00,259,196,280
2019-02-25 09:00:00,208,253,231
2019-02-25 10:00:00,220,408,268
2019-02-25 11:00:00,223,573,271
2019-02-25 12:00:00,199,195,236
2019-02-25 13:00:00,259,214,277
2019-02-25 14:00:00,266,236,292
2019-02-25 15:00:00,200,-98,219
2019-02-25 16:00:00,156,234,172
2019-02-25 17:00:00,130,237,139
2019-02-25 18:00:00,77,304,83
2019-02-25 19:00:00,49,207,53
2019-02-25 20:00:00,37,219,40
2019-02-25 21:00:00,27,225,30
2019-02-25 22:00:00,35,210,37
2019-02-25 23:00:00,42,263,46
2019-02-26 00:00:00,66,326,74
2019-02-26 01:00:00,112,245,124
2019-02-26 02:00:00,142,232,166
2019-02-26 03:00:00,229,211,245
2019-02-26 04:00:00,348,216,396
2019-02-26 05:00:00,329,242,362
2019-02-26 06:00:00,361,256,434
2019-02-26 07:00:00,520,195,618
2019-02-26 08:00:00,370,260,412
2019-02-26 09:00:00,301,238,365
2019-02-26 10:00:00,318,243,352
2019-02-26 11:00:00,376,189,432
2019-02-26 12:00:00,410,222,471
2019-02-26 13:00:00,377,273,417
2019-02-26 14:00:00,311,129,341
2019-02-26 15:00:00,253,258,281
2019-02-26 16:00:00,235,227,263
2019-02-26 17:00:00,150,272,173
2019-02-26 18:00:00,112,-85,122
2019-02-26 19:00:00,93,294,104
2019-02-26 20:00:00,41,140,44
2019-02-26 21:00:00,40,213,40
2019-02-26 22:00:00,34,306,34
2019-02-26 23:00:00,47,195,57
2019-02-27 00:00:00,61,256,63
2019-02-27 01:00:00,119,286,122
2019-02-27 02:00:00,158,246,174
2019-02-27 03:00:00,269,214,301
2019-02-27 04:00:00,231,251,248
2019-02-27 05:00:00,268,221,295
2019-02-27 06:00:00,279,234,309
2019-02-27 07:00:00,368,258,416
2019-02-27 08:00:00,408,197,452
2019-02-27 09:00:00,378,208,432
2019-02-27 10:00:00,318,113,362
2019-02-27 11:00:00,344,230,387
2019-02-27 12:00:00,291,234,327
2019-02-27 13:00:00,346,236,390
2019-02-27 14:00:00,310,158,341
2019-02-27 15:00:00,278,287,305
2019-02-27 16:00:00,289,149,314
2019-02-27 17:00:00,192,35,219
2019-02-27 18:00:00,97,377,110
2019-02-27 19:00:00,72,320,79
2019-02-27 20:00:00,43,162,47
2019-02-27 21:00:00,42,-327,45
2019-02-27 22:00:00,37,295,39
2019-02-27 23:00:00,44,316,46
2019-02-28 00:00:00,81,-82,91
2019-02-28 01:00:00,149,219,159
2019-02-28 02:00:00,229,249,242
2019-02-28 03:00:00,283,149,303
2019-02-28 04:00:00,229,212,259
2019-02-28 05:00:00,324,220,364
2019-02-28 06:00:00,334,189,376
2019-02-28 07:00:00,345,292,399
2019-02-28 08:00:00,344,182,379
2019-02-28 09:00:00,327,140,380
2019-02-28 10:00:00,282,203,332
2019-02-28 11:00:00,268,234,301
2019-02-28 12:00:00,271,7,296
2019-02-28 13:00:00,294,256,318
2019-02-28 14:00:00,250,188,273
2019-02-28 15:00:00,212,230,237
2019-02-28 16:00:00,195,233,206
2019-02-28 17:00:00,139,269,147
2019-02-28 18:00:00,84,253,90
2019-02-28 19:00:00,58,325,64
2019-02-28 20:00:00,43,228,45
2019-02-28 21:00:00,48,192,53
2019-02-28 22:00:00,45,244,54
2019-02-28 23:00:00,39,219,43
2019-03-01 00:00:00,74,146,79
2019-03-01 01:00:00,102,302,112
2019-03-01 02:00:00,135,28,146
2019-03-01 03:00:00,214,251,229
2019-03-01 04:00:00,254,276,281
2019-03-01 05:00:00,261,217,291
2019-03-01 06:00:00,349,209,392
2019-03-01 07:00:00,311,224,352
2019-03-01 08:00:00,331,229,356
2019-03-01 09:00:00,296,214,343
2019-03-01 10:00:00,315,254,360
2019-03-01 11:00:00,227,211,243
2019-03-01 12:00:00,218,238,243
2019-03-01 13:00:00,257,182,276
2019-03-01 14:00:00,228,221,259
2019-03-01 15:00:00,228,149,255
2019-03-01 16:00:00,193,240,208
2019-03-01 17:00:00,125,365,143
2019-03-01 18:00:00,76,284,81
2019-03-01 19:00:00,52,257,58
2019-03-01 20:00:00,35,334,36
2019-03-01 21:00:00,35,300,37
2019-03-01 22:00:00,29,175,31
2019-03-01 23:00:00,45,339,47
2019-03-02 00:00:00,67,233,78
2019-03-02 01:00:00,119,240,123
2019-03-02 02:00:00,128,203,136
2019-03-02 03:00:00,198,-16,216
2019-03-02 04:00:00,257,198,282
2019-03-02 05:00:00,210,101,232
2019-03-02 06:00:00,200,223,229
2019-03-02 07:00:00,230,135,254
2019-03-02 08:00:00,262,204,289
2019-03-02 09:00:00,201,186,216
2019-03-02 10:00:00,295,289,319
2019-03-02 11:00:00,252,220,278
2019-03-02 12:00:00,247,202,269
2019-03-02 13:00:00,294,210,339
2019-03-02 14:00:00,244,265,270
2019-03-02 15:00:00,221,256,249
2019-03-02 16:00:00,212,255,234
2019-03-02 17:00:00,151,517,173
2019-03-02 18:00:00,85,286,112
2019-03-02 19:00:00,66,178,75
2019-03-02 20:00:00,37,-37,39
2019-03-02 21:00:00,29,161,33
2019-03-02 22:00:00,30,215,32
2019-03-02 23:00:00,38,-148,45
2019-03-03 00:00:00,84,229,92
2019-03-03 01:00:00,111,254,126
2019-03-03 02:00:00,134,209,146
2019-03-03 03:00:00,205,216,223
2019-03-03 04:00:00,182,60,194
2019-03-03 05:00:00,145,313,161
2019-03-03 06:00:00,174,208,187
2019-03-03 07:00:00,147,259,163
2019-03-03 08:00:00,234,196,252
2019-03-03 09:00:00,160,240,166
2019-03-03 10:00:00,201,260,227
2019-03-03 11:00:00,194,246,216
2019-03-03 12:00:00,237,232,258
2019-03-03 13:00:00,284,252,308
2019-03-03 14:00:00,274,195,296
2019-03-03 15:00:00,205,180,234
2019-03-03 16:00:00,176,-183,197
2019-03-03 17:00:00,104,-36,111
2019-03-03 18:00:00,67,245,72
2019-03-03 19:00:00,39,247,43
2019-03-03 20:00:00,28,189,30
2019-03-03 21:00:00,23,266,24
2019-03-03 22:00:00,33,208,37
2019-03-03 23:00:00,33,159,34
2019-03-04 00:00:00,60,139,62
2019-03-04 01:00:00,85,32,88
2019-03-04 02:00:00,135,244,151
2019-03-04 03:00:00,168,211,182
2019-03-04 04:00:00,158,215,166
